   50.714285714   -38.428571429     5.142857143
    6.500000000    21.250000000    27.500000000
   35.307692308    13.153846154    41.923076923
   10.400000000   -78.800000000    22.100000000
   26.000000000    -7.000000000   -26.500000000
    9.000000000    63.000000000    -8.000000000
   36.000000000   -45.818181818   -13.545454545
   43.928571429   -60.428571429    29.071428571
   50.526315789   -28.789473684   -18.736842105
   11.000000000   -43.750000000    22.500000000
   29.526315789   -87.421052632     5.157894737
   22.368421053    32.263157895   -13.000000000
   16.000000000   -65.470588235    -0.235294118
    7.250000000    38.250000000   -12.500000000
   56.650000000   -23.900000000   -10.600000000
   10.500000000   -26.833333333    53.500000000
   27.333333333   -30.500000000   -12.333333333
   45.600000000    16.100000000    13.700000000
   39.833333333    44.166666667    -8.500000000
   44.500000000    31.875000000     4.000000000
   13.900000000   -77.500000000    10.100000000
   43.870967742   -20.387096774    43.032258065
    8.714285714   -14.571428571    36.571428571
   38.666666667    -7.972222222    41.222222222
   13.391304348   -56.043478261    36.304347826
    7.750000000    35.750000000     3.000000000
   33.772727273    42.500000000    15.772727273
   13.782608696    30.021739130    38.413043478
   24.851851852   -58.370370370    46.037037037
   53.321428571   -11.178571429    -2.785714286
   51.875000000   -31.000000000    31.437500000
   32.666666667    14.333333333   -29.666666667
   43.666666667   -20.333333333     9.666666667
  -51.000000000   -44.400000000     6.800000000
   -7.250000000    17.500000000    29.500000000
  -34.384615385    14.230769231    40.692307692
   -7.125000000   -80.375000000    22.500000000
  -10.000000000    62.500000000    -6.000000000
  -35.318181818   -45.500000000   -13.181818182
  -36.720000000   -65.680000000    29.560000000
  -49.647058824   -33.588235294   -17.588235294
   -8.625000000   -44.625000000    23.000000000
  -27.090909091   -88.136363636     4.090909091
  -22.500000000    33.700000000   -10.800000000
  -14.437500000   -65.562500000     0.062500000
   -7.583333333    37.500000000   -13.333333333
  -50.473684211   -30.315789474    -5.789473684
   -8.363636364   -28.363636364    54.636363636
  -24.333333333   -32.500000000   -11.000000000
  -44.363636364    15.909090909    14.000000000
  -40.333333333    43.666666667    -8.666666667
  -42.571428571    32.428571429     2.857142857
  -11.111111111   -78.888888889    10.555555556
  -40.933333333   -22.733333333    44.833333333
   -6.714285714   -16.285714286    36.714285714
  -38.000000000    -9.138888889    41.194444444
  -10.217391304   -52.478260870    37.652173913
   -6.750000000    37.500000000     2.000000000
  -34.052631579    40.421052632    16.947368421
  -13.260000000    28.880000000    37.760000000
  -22.592592593   -59.000000000    45.407407407
  -52.827586207   -15.620689655    -1.172413793
  -50.421052632   -36.526315789    31.684210526
  -31.250000000    10.750000000   -30.500000000
  -43.250000000   -22.250000000    10.250000000
